"annotation_id","annotator","c4_id","cleaning_other","cleaning_quality","comments","content_moderation","created_at","document_type","document_type_other","id","lead_time","metadata","pii_labels","privacy_other","privacy_type","quality_score","readability","readability_other","text","timestamp","topic","topic_other","updated_at","url"
Die Standaard Finansiële Verordeninge afgekondig by Administrateurskennisgewing No. 927 van 1 November 1967, onlangs gewysig by Administrateurskennisgewing 164 van 13 Februarie 1980 ten einde probleme uit te skakel wat deur plaaslike besture ondervind word met die vertolking van artikel 63 van die verordeninge, is beskryf in kerstokskleier vir die betaling van lonie aan werknemers.

Enige persoon wat beswaar teen die voorgenome wysiging wil aanteek, moet dit binne 14 dae vanaf publikasie hiervan skriftelik by die Stadsklerk indien.

F. H. SCHOLTZ,
Stadsklerk,
Munisipale Kantore,
Posbus 111,
Marble Hall.
0450.
2 Julie 1980.
Kennisgewing No. 17/1980.

TOWN COUNCIL OF MIDDLEDURG.
TRANSAVAAL.

AMENDMENT OF BY-LAWS.

Notice is hereby given that the Council intends to amend the Refuse (Solid Wastes), By-laws published under Administrator's Notice 1181 of 24 August, 1977, by making provision for an increase in the tariff for the removal or refuse from private dwelling-houses, churches and church halls and residential stands on which building operations are being carried out, as well as refuse produced from business premises, and for the removal for loads of bulky refuse, and to reduce the rate at which refuse is removed from flats, homes for the aged, hostels, boarding houses and other similar establishments.

A copy of the proposed amendments are open for inspection at the offices of the Council until 16 July, 1980.

Any person who desires to object to the proposed amendments must lodge such objection in writing with the Town Clerk, Municipal Offices, Eiksteen Street, Middelburg on or before 16 July, 1980.

2 July, 1980.

STADSRAAD VAN MIDDELBURG,
TRANSVAAL.

WYSIGING VAN VERORDENINGE.

Kennis geskied hiermee dat die Stadsraad van voorneme is om die verordeninge Beeldende Vaste Aard afgekondig by Administrateurskennisgewing 1181 van 24 Augustus 1977 te wysig deur voorseeing te maak vir 'n verbhoging in die tarief waarteen afval vanaf private woonhuise, -kerke en kerskale en woonpersie waarop daar gebou word sowel as kantore en besighede verwys word, asook die tarief waarteen vragte lywige afval en spesiale huisval verwys word, en vir 'n vermindering in die tarief waarteen afval vanaf woonstelle, bedehuise, bejaarde, kosthuise, en soortgelyke instellings verwys word.

Afskrif van die betrokke wysiging is gedurende gewone kantoourure vir 'n tydperk van veertien (14) dae vanaf die datum van publikasie hiervan, by die kantoor van die Stadssekretaris Munisipale kantoorgebou, Nelspruit, ter insae.

Enige persoon wat beswaar teen die voorgestelde wysiging wil aanteek, moet dit skriftelik binne veertien (14) dae na die datum van publikasie van hierdie kennigsiging in die Provinciale Koerant by die ondergetekende indien.

P. R. BOSHOFF,
Stadsklerk.

Stadhuis,
Posbus 45,
Nelspruit.
1200.
2 Julie 1980.
Kennisgewing No. 74/1980.

TOWN COUNCIL OF NELSPRUIT.
TRANSAVAAL.

AMENDMENT OF BY-LAWS.

Notice is hereby given, in terms of section 96 of the Local Government Ordinance, 1939; that the Town Council of Nelspruit proposes to amend its Standard Drainage By-laws, published under Administrator's Notice 665, dated 8 June, 1977, as adopted by the Town Council under Administrator's Notice 1405, dated 20 September, 1978, as amended:

The general purpose of the amendment is to introduce a tariff for the receipt of sewage which is transported by tanker.

Copies of the relevant amendment will be open for inspection at the office of the Town Secretary, Municipal Office Building, Nelspruit, during normal office hours for a period of fourteen (14) days from the date of publication hereof.

Any person desirous of lodging any objection to the proposed amendment must lodge such objection in writing with the undersigned within fourteen (14) days of the date of publication of this notice in the Provincial Gazette.

P. R. BOSHOFF,
Town Clerk.

Town Hall,
P.O. Box 45,
Nelspruit.
1200.
2 July, 1980.
Notice No. 74/1980.

STADSRAAD VAN NELS普RUIT.

WYSIGING VAN VERORDENINGE.

Hierby word ingevolge die bepalinge van artikel 96 van die Ordonnansie op Plaaslike Bestuur, 1939, bekend gemaak dat die Stadsraad van Nelspruit van voornemens is om die Standaard Roleringsverordeninge afgekondig by Administrateurskennisgewing 665 van 8 Junie 1977 soos deur die Stadsraad aanvaar by Administrateurskennisgewing 1405 van 20 September 1978, soos gewysig, verder te wysig.

Die algemene strekking van hierdie wysiging is om 'n tarief daar te stel vir die opneem van riolower wat per tenkwa vervoer word.

Afskrif van die betrokke wysiging is gedurende gewone kantoourure vir 'n tydperk van veertien (14) dae vanaf die datum van publikasie hiervan, by die kantoor van die Stadssekretaris Munisipale kantoorgebou, Nelspruit, ter insae.

Enige persoon wat beswaar teen die voorgestelde wysiging wil aanteek, moet dit skriftelik binne veertien (14) dae na die datum van publikasie van hierdie kennigsiging in die Provinciale Koerant by die ondergetekende indien.

P. R. BOSHOFF,
Stadsklerk.

Stadhuis,
Posbus 45,
Nelspruit.
1200.
2 Julie 1980.
Kennisgewing No. 74/1980.

TOWN COUNCIL OF NELS普RUIT.

AMENDMENT OF BY-LAWS.

Notice is hereby given, in terms of section 96 of the Local Government Ordinance, 1939, that the Council intends amending the following by-laws:

1. Refuse (solid waste) and Sanitary By-laws by increasing the tariff of charges in the schedule by 15%.

2. The Standard Drainage By-laws by increasing the tariff of charges by 50%.

3. The Abattoir By-laws by increasing the tariff of charges by 10%.

4. The Standard Electricity By-laws by increasing the tariff of charges by 15%.

5. The Standard Water Supply By-laws by increasing the tariff of charges by 10%.

Copies of amendments are open for inspection at the office of the Town Secretary for a period of fourteen (14) days from publication hereof.

Any person who desires to record an objection to the proposals of the Council, must do so in writing to the Town Clerk within

fourteen (14) days from publication of this notice in the Provincial Gazette.

P. R. BOSHOFF,
Town Clerk.

Town Hall,
P.O. Box 45,
Nelspruit.
1209.
2 July, 1980.
Notice No. 77/1980.

STADSRAAD VAN NELSPRUIT.
WYSIGING VAN VERORDENINGS.

Daar word hierby ingevolge artikel 96 van die Ordonnansie op Plaaslike Bestuur, 1939, bekend gemaak dat die Raad voorneme om die volgende verordeninge te wysig:

1. Die verordeninge betreffende Vaste Afval en Saniteit deur die tarief van geldie met 15% te verhoog.

2. Die Standaard Rioleringverordeninge deur die tarief van geldie met 50% te verhoog.

3. Die Abattoir Verordeninge deur die skedule van tariewe met 10% te verhoog.

4. Die Standaard Elektriesiteitsverordeninge deur die tarief van geldie met 15% te verhoog.

5. Die Standaard Watervoorsieningsverordeninge deur die tarief van geldie met 10% te verhoog.

Afskryfie van die wysigings lê ter inspe by die kantoor van die Stadssekretaris, vir 'n tydperk van veertien (14) dae vanaf datum van publikasie hiervan.

Enige persoon wat beswaar teen die voorneme van die Raad wees aan te teken, moet dit in geskriflike by die Stadsklerk doen binne veertien (14) dae na die publikasie van hierdie kennigsingew in die Provinciale Koerant.

P. R. BOSHOFF,
Stadsklerk.

Stadhuis,
Postbus 45,
Nelspruit.
1209.
2 Julie 1980.
Kennigsingew No. 77/1980.

Interest of 10 per cent per annum is chargeable on all amounts in arrear after the fixed day and defaulters are liable to legal proceedings for recovery of such arrear amounts.

W. J. PRETORIUS,
Town Clerk.

P.O. Box 67,
Phalaborwa.
1390.
2 July, 1980.
Notice No. 28/1980.

STADSRAAD VAN PHALABORWA.
PLAASLIKE BESTUUR VAN PHALABORWA: KENNIGSINGEW VAN ALGEMENE EIENDOMSBELASTING OF EIENDOMSBELASTINGS EN VAN VASGESTELDE DAG VIR BETALING TEN OPSIGTE VAN DIE BOEKJAAI ""1 JULIE 1980, TOT 30 JUNIE 1981.

(Regulasie 17)

Kennis word hereby gegee dat ingevolge artikel 26(2)(a) van die Ordonnansie op Eiendomsbelasting van Plaaslike Bestuur, 1977 (Ordonnansie 11 van 1977), die volgende eiendomsbelasting ten opsigte van die bogenoemde boekjaar gehef is op belasbare eiendom in die waarderingslys opgeteken:

(a) op die terreinwaarde van enige grond of reg in ground: 9c.

Ingevolge artikel 21(4) van die genoemde Ordonnansie word 'n korting van 20 persent op die algemene eiendomsbelasting gehef, op die terreinwaarde van grond of enige reg in ground, genoem in paragraaf (a) hierbo, toegestaan ten opsigte van woonpersele.

Die bedrag verskuldig vir eiendomsbelasting, soos in artikel 27 van genoemde Ordonnansie beoog, is op 30 September betaalbaar.

Rente teen 10 persent per jaar is op alle agterstallige bedrae na die vasgestelde dag heffbaar en wanhelaters is onderhewig aan repressies vir die invordering van sodanige agterstallige bedrae.

W. J. PRETORIUS,
Stadsklerk.

Posbus 67,
Phalaborwa.
1390.
2 Julie 1980.
Kennigsingew No. 28/1980.

STADSRAAD VAN PIET RETIEF.
STANDAARD FINANSIELE VERORDENINGS.

Die Stadsraad van Piet Retief maak hiermee ingevolge die bepalinge van artikel 96bis(2) van die Ordonnansie op Plaaslike Bestuur, 1939, sy voorneme bekend om die wysiging van die Standaard Finansiële Verordeninge soos afgekondig per Administrateurskennigsingew 164 van 13 Februarie 1980 te aanvaar.

'Indien geen beswaar teen die voorgestelde wysiging ontvang word nie sal aansluk ingevolge die bepalinge van artikel 96 van die Ordonnansie op Plaaslike Bestuur, 1939, vir die afkondiging daarvan gedoen word.'

Enige persoon wat beswaar teen genoemde wysiging wenst aan te teken moet dit, skriftelik binne 14 dae na die datum van publikasie van hierdie kennigsingew in die Provinciale Koerant by die ondergetekende doen.

M. C. C. OOSTHUIZEN,
Stadsklerk.

Posbus 23,
Piet Retief.
2380.
2 Julie 1980.
Kennigsingew No. 32/1980.

CITY COUNCIL OF PRETORIA.

PROPOSED CLOSING OF A PORTION OF RAYMOND AVENUE, WATERKLOOF RIDGE; PRETORIA.

Notice is hereby given in terms of section 67 of the Local Government Ordinance, No. 17 of 1939, as amended, that it is the intention of the Council to close permanently to all traffic a portion of Raymond Avenue, Waterkloof Ridge, Pretoria, in extend, approximately 5 620 m².

It is, furthermore the intention of the Council to rezone the street portion, after closing thereof, from ""Existing Street"" to partially ""Public Open Space"" and partially ""Special"" for purposes of the Voortrekker Movement and purposes similar thereto.

The relevant Council resolutions and a plan showing the street portion are open for inspection at Room 367, Third Floor, West Block, Municipia, Van der Walt Street, Pretoria, during normal office hours.

Any person who has any objection to the proposed closing or who may have any claim to compensation if such closing is carried out must lodge his objection or claim, as the case may be, in writing with the undersigned on or before Tuesday, 2 September, 1980.

P. DELPORT,
Town Clerk.

2 July, 1980.
Notice No. 148/1980.

STADSRAAD VAN PRETORIA.

VOORGESTELDE SLUITING VAN 'N GODEELTE VAN RAYMONDLAAN, WATERKLOOF RIDGE, PRETORIA.

Hiermee word ingevolge artikel 67 van die Ordonnansie op Plaaslike Bestuur, No. 17 van 1939, soos gewysig, kennis gegee dat die Raad voornemens is om 'n gedeelte van Raymondlaan, Waterkloof Ridge, Pretoria, groot ongeveer 5 620 m², permanent vir alle verkeer te sluit.

Die Raad is verder van voorneme om die straatgdeelte na sluiting daarvan te hersoneer van ""Bestaande straat"" tot gedeeltelik ""Openbare oopruimte"" en gedeeltelik ""Speelsaal"" vir die doeleindes van die Voortrekkerbeweging en soortgelyke doeleindes.

Die betrokke Raadsbesluite en 'n plan waarop die straatgdeelte aangetoon word, lê gedurende gewone kantoourre in Kamer 367, Derde Verdieping, Wesblok, Munitoria, Van der Waltstraat, Pretoria, ter insae.

Enigiemand wat beswaar teen die voorgenome sluiting wil maak of wat enige eis om vergoeding het indien die sluiting plaasvind, moet sy beswaar of eis, al na die geval, skriftelik voor of op Dinsdag, 2 September 1980, by die ondergetekende indien.

P. DELPORT.
Stadsklerk.

2 Julie 1980.
Kennigsgewing No. 149/1980.

CITY COUNCIL OF PRETORIA.

PROPOSED CLOSING OF STREET PORTIONS IN JAN NIEMAND PARK, PRETORIA.

Notice is hereby given in terms of section 67 of the Local Government Ordinance, No. 17 of 1939, as amended, that it is the intention of the Council to close permanently to all traffic the undermentioned street portions in Jan Niemand Park, Pretoria.

1. Two portions of Henning Street, in extent approximately 5 000 m².

2. A portion of Eight Street, in extent approximately 190 m².

3. A portion of Brander Street, in extent approximately 470 m².

The street portions concerned will, after the closing thereof, be rezoned from ""Existing Street"" to ""Public Open Space"".

The relevant Council resolutions and a plan showing the street portion are open for inspection at Room 367, Third Floor, West Block, Munitoria, Van der Walt Street, Pretoria, during normal office hours.

Any person who has any objection to the proposed closing or who may have any claim to compensation if such closing is carried out, must lodge his objection or claim, as the case may be, in writing with the undersigned on or before Tuesday, 2 September, 1980.

P. DELPORT.
Town Clerk.

2 July, 1980.
Notice No. 149/1980.

STADSRAAD VAN PRETORIA.

VOORGESTELDE SLUITING VAN NELLMAPIUSSTRAAT, WALTLLOO, PRETORIA.

Hiermee word ingevolge artikel 67 van die Ordonnansie op Plaaslike Bestuur, No. 17 van 1939, soos gewysig, kennis gegee dat die Raad voornemens is om die hele Nellmapiusstraat, Walloo, groot ongeveer 9 300 m², permanent vir alle verkeer te sluit.

Die betrokke Raadsbesluite en 'n plan waarop die straatgdeelte aangetoon word, lê gedurende gewone kantoourre in Kamer 367, Derde Verdieping, Wesblok, Munitoria, Van der Waltstraat, Pretoria, ter insae.

Enigiemand wat beswaar teen die voorgenome sluiting wil maak of wat enige eis om vergoeding het indien die sluiting plaasvind, moet sy beswaar of eis, al na die geval, skriftelik voor of op Dinsdag, 2 September 1980, by die ondergetekende indien.

P. DELPORT.
Stadsklerk.

2 Julie 1980.
Kennigsgewing No. 150/1980.

CITY COUNCIL OF PRETORIA.

AMENDMENT OF BY-LAWS: PRETORIA MUNICIPALITY.

Notice is hereby given in accordance with section 96 of the Local Government Ordinance, No. 17 of 1939, that the City Council of Pretoria intends amending the undermentioned By-laws.

(a) The Electricity Tariff, published under Administrator's Notice 1267, dated 31 August, 1977.
